q,jaccard,aitm,qitm,article,answer,iw,v,n,dup,len,answerable,max_rouge
哪一個組織於1610年由聖方濟各沙雷氏和在法國上薩瓦省阿訥西創立?,0.1904761904761904,"修會,訪親,聖母,沙雷氏,教宗,Order,Visitation,Holy,Mary,簡稱,一個羅馬,組織,該會,1610,聖方濟,法國,上薩瓦省,阿訥,創立,創辦者,女仿,初學期,自由地,輪流,窮人","哪一個,組織,1610,年,聖方濟,沙雷氏,法國,上薩瓦省,阿訥,西,創立",聖母訪親女修會（The Order of the Visitation of Holy Mary，簡稱 V.H.M.）是一個羅馬天主教女性宗教組織。該會於1610年由聖方濟各·沙雷氏和在法國上薩瓦省阿訥西創立。最初修會的創辦者讓修女仿傚聖母訪親，除初學期外，可以自由地出去輪流探望病人和窮人。後來教廷決定修女應留在修院，不應到處探訪。1618年，教宗保祿五世給予聖母訪親女修會享有與其他修會所享有的權利，其後教宗烏爾班八世於1626年頒發教宗諭旨予以批准。,聖母訪親女修會,1,1,1,1,34,True,0.38175618073316286
哪一個運動為大韓帝國時期民間自發募款以贖回國債?,0.1627906976744186,"運動,韓帝,國債,報償,經濟,自主權,韓國,社長,日本,趣旨,募款,國時,期民間,自發,回國債,現在,邱市,紀念,公園,以紀念,1895,年馬關,條約,韓帝國,創立","哪一個,運動,韓帝,國時,期民間,自發,募款,贖,回國債",國債報償運動，是大韓帝國時期民間自發募款，以贖回國債，保有經濟自主權的運動。現在大邱市有一座「國債報償運動紀念公園」以紀念此事。1895年馬關條約後，大韓帝國創立，伊藤博文擔任韓國統監時，設法使大韓帝國政府接受日本巨額貸款，以推進近代化，並使韓國更加靠攏日本。1907年，大邱一位書店「廣文社」的社長金光濟、副社長徐相敦，擔心國家失去經濟自主權，發起一個募款償還國債運動，提出「趣旨書」，呼籲大韓帝國國民2000萬人停止抽菸三個月，以買菸的錢，奉獻給韓國政府，償還1300萬大韓帝國圓（匯率相當於日圓）的國債，避免韓國像埃及、波蘭、越南一樣被滅亡。在1908年的運動高潮，它已經積累了19萬圓。此社會運動吸引了全國，許多人因此戒菸，許多婦女，包括妓生也捐款支持，以幫助償還國債，甚至還導致女權運動的高漲。運動引起了日軍注意，視之為朝鮮民族主義、反日運動。這個運動最後失敗，因為日本對基金的總裁進行誣告。,國債報償運動,1,1,1,1,24,True,0.4858858858858859
紀念大韓帝國時期民間自發募款以贖回國債保有經濟自主權的運動的公園名為什麼?,0.25,"運動,韓帝,國債,報償,經濟,自主權,韓國,社長,日本,趣旨,募款,國時,期民間,自發,回國債,現在,邱市,紀念,公園,以紀念,1895,年馬關,條約,韓帝國,創立","紀念大,韓帝,國時,期民間,自發,募款,贖,回國債,保有,經濟,自主權,運動,公園,名為",國債報償運動，是大韓帝國時期民間自發募款，以贖回國債，保有經濟自主權的運動。現在大邱市有一座「國債報償運動紀念公園」以紀念此事。1895年馬關條約後，大韓帝國創立，伊藤博文擔任韓國統監時，設法使大韓帝國政府接受日本巨額貸款，以推進近代化，並使韓國更加靠攏日本。1907年，大邱一位書店「廣文社」的社長金光濟、副社長徐相敦，擔心國家失去經濟自主權，發起一個募款償還國債運動，提出「趣旨書」，呼籲大韓帝國國民2000萬人停止抽菸三個月，以買菸的錢，奉獻給韓國政府，償還1300萬大韓帝國圓（匯率相當於日圓）的國債，避免韓國像埃及、波蘭、越南一樣被滅亡。在1908年的運動高潮，它已經積累了19萬圓。此社會運動吸引了全國，許多人因此戒菸，許多婦女，包括妓生也捐款支持，以幫助償還國債，甚至還導致女權運動的高漲。運動引起了日軍注意，視之為朝鮮民族主義、反日運動。這個運動最後失敗，因為日本對基金的總裁進行誣告。,國債報償運動,1,1,1,1,38,True,0.7045045045045045
哪一個組織負責管理男子職業壁球選手事務?,0.1111111111111111,"職業,PSA,超過,壁球,協會,選手,網球,ATP,排名,英語,Professional,Squash,Association,縮寫,事務,組織,其運作,國際,120,舉辦,並登記,500,並每個,這與,每週","哪一個,組織,負責,管理,男子,職業,壁球,選手,事務",職業壁球協會(英語:Professional Squash Association，縮寫PSA)是管理男子職業壁球選手事務的組織，其運作方式如同網球的國際職業網球協會(ATP)。每年有超過120場PSA巡迴賽在世界各地舉辦，並登記有超過500位職業選手，並每個月公佈最新世界排名，這與ATP每週更新排名是不同的。PSA巡迴賽每年賽季有超過一百個巡迴賽，並依照其獎金分為:,職業壁球協會,1,1,1,1,20,True,0.20088819226750262
逆轉勝五月天怪獸原聲原創紀是哪一部電影的原聲音樂專輯?,0.1904761904761904,"怪獸,原聲,電影,轉勝,特別,五月天,創紀,音樂,專輯,2014,發行,創作,主題,歌曲,翻唱,10,31,日正式,以雙,CD,一張,20,首電影,歌曲及,配樂","逆,轉勝,五月天,／,怪獸,原聲,原,創紀,一部,電影,音樂,專輯",［逆轉勝］五月天／怪獸 原聲原創紀為電影《逆轉勝》之原聲音樂專輯，由相信音樂於2014年10月31日正式發行。《［逆轉勝］五月天／怪獸 原聲原創紀》以雙CD形式發行，一張為20首電影之原聲歌曲及配樂，另一則收錄怪獸歷年的17首歌曲創作，怪獸也特此親自擔任音樂總監與配樂製作演奏，專輯還內含32頁的電影寫真。〈九號球〉原為五月天之歌曲，因和電影背景與氛圍契合而選作主題曲，特別全新錄製2014年怪獸自彈自唱版，除了作詞特別為電影稍作修飾，怪獸也特別遠赴日本邀請偶像B'z吉他手鬆本孝弘跨刀吉他演奏；女主角小香的主題曲〈我的地方〉，由白安創作演唱；導演孔玟燕特別挑選樂團Roxette的歌曲〈The Look〉，並邀請家家與-{亂}-彈阿翔翻唱。,［逆轉勝］五月天／怪獸 原聲原創紀,1,1,1,1,32,True,0.3465408805031447
電影逆轉勝之原聲音樂專輯名為什麼?,0.1111111111111111,"怪獸,原聲,電影,轉勝,特別,五月天,創紀,音樂,專輯,2014,發行,創作,主題,歌曲,翻唱,10,31,日正式,以雙,CD,一張,20,首電影,歌曲及,配樂","電影,逆,轉勝,原聲,音樂,專輯,名為",［逆轉勝］五月天／怪獸 原聲原創紀為電影《逆轉勝》之原聲音樂專輯，由相信音樂於2014年10月31日正式發行。《［逆轉勝］五月天／怪獸 原聲原創紀》以雙CD形式發行，一張為20首電影之原聲歌曲及配樂，另一則收錄怪獸歷年的17首歌曲創作，怪獸也特此親自擔任音樂總監與配樂製作演奏，專輯還內含32頁的電影寫真。〈九號球〉原為五月天之歌曲，因和電影背景與氛圍契合而選作主題曲，特別全新錄製2014年怪獸自彈自唱版，除了作詞特別為電影稍作修飾，怪獸也特別遠赴日本邀請偶像B'z吉他手鬆本孝弘跨刀吉他演奏；女主角小香的主題曲〈我的地方〉，由白安創作演唱；導演孔玟燕特別挑選樂團Roxette的歌曲〈The Look〉，並邀請家家與-{亂}-彈阿翔翻唱。,［逆轉勝］五月天／怪獸 原聲原創紀,1,1,1,1,19,True,0.20496156533892385
逆轉勝五月天怪獸原聲原創紀這張專輯的作者是誰?,0.1363636363636363,"怪獸,原聲,電影,轉勝,特別,五月天,創紀,音樂,專輯,2014,發行,創作,主題,歌曲,翻唱,10,31,日正式,以雙,CD,一張,20,首電影,歌曲及,配樂","逆,轉勝,五月天,／,怪獸,原聲,原,創紀,這張,專輯,作者",［逆轉勝］五月天／怪獸 原聲原創紀為電影《逆轉勝》之原聲音樂專輯，由相信音樂於2014年10月31日正式發行。《［逆轉勝］五月天／怪獸 原聲原創紀》以雙CD形式發行，一張為20首電影之原聲歌曲及配樂，另一則收錄怪獸歷年的17首歌曲創作，怪獸也特此親自擔任音樂總監與配樂製作演奏，專輯還內含32頁的電影寫真。〈九號球〉原為五月天之歌曲，因和電影背景與氛圍契合而選作主題曲，特別全新錄製2014年怪獸自彈自唱版，除了作詞特別為電影稍作修飾，怪獸也特別遠赴日本邀請偶像B'z吉他手鬆本孝弘跨刀吉他演奏；女主角小香的主題曲〈我的地方〉，由白安創作演唱；導演孔玟燕特別挑選樂團Roxette的歌曲〈The Look〉，並邀請家家與-{亂}-彈阿翔翻唱。,［逆轉勝］五月天／怪獸 原聲原創紀,1,1,1,1,30,True,0.24213836477987422
電影逆轉勝之原聲音樂專輯是哪一張專輯?,0.1363636363636363,"怪獸,原聲,電影,轉勝,特別,五月天,創紀,音樂,專輯,2014,發行,創作,主題,歌曲,翻唱,10,31,日正式,以雙,CD,一張,20,首電影,歌曲及,配樂","電影,逆,轉勝,原聲,音樂,專輯,一張",［逆轉勝］五月天／怪獸 原聲原創紀為電影《逆轉勝》之原聲音樂專輯，由相信音樂於2014年10月31日正式發行。《［逆轉勝］五月天／怪獸 原聲原創紀》以雙CD形式發行，一張為20首電影之原聲歌曲及配樂，另一則收錄怪獸歷年的17首歌曲創作，怪獸也特此親自擔任音樂總監與配樂製作演奏，專輯還內含32頁的電影寫真。〈九號球〉原為五月天之歌曲，因和電影背景與氛圍契合而選作主題曲，特別全新錄製2014年怪獸自彈自唱版，除了作詞特別為電影稍作修飾，怪獸也特別遠赴日本邀請偶像B'z吉他手鬆本孝弘跨刀吉他演奏；女主角小香的主題曲〈我的地方〉，由白安創作演唱；導演孔玟燕特別挑選樂團Roxette的歌曲〈The Look〉，並邀請家家與-{亂}-彈阿翔翻唱。,［逆轉勝］五月天／怪獸 原聲原創紀,1,1,1,1,21,True,0.20125786163522014
逆轉勝這張專輯收錄了哪一部電影的原聲音樂?,0.1111111111111111,"怪獸,原聲,電影,轉勝,特別,五月天,創紀,音樂,專輯,2014,發行,創作,主題,歌曲,翻唱,10,31,日正式,以雙,CD,一張,20,首電影,歌曲及,配樂","逆,轉勝,這張,專輯,收錄,一部,電影,原聲,音樂",［逆轉勝］五月天／怪獸 原聲原創紀為電影《逆轉勝》之原聲音樂專輯，由相信音樂於2014年10月31日正式發行。《［逆轉勝］五月天／怪獸 原聲原創紀》以雙CD形式發行，一張為20首電影之原聲歌曲及配樂，另一則收錄怪獸歷年的17首歌曲創作，怪獸也特此親自擔任音樂總監與配樂製作演奏，專輯還內含32頁的電影寫真。〈九號球〉原為五月天之歌曲，因和電影背景與氛圍契合而選作主題曲，特別全新錄製2014年怪獸自彈自唱版，除了作詞特別為電影稍作修飾，怪獸也特別遠赴日本邀請偶像B'z吉他手鬆本孝弘跨刀吉他演奏；女主角小香的主題曲〈我的地方〉，由白安創作演唱；導演孔玟燕特別挑選樂團Roxette的歌曲〈The Look〉，並邀請家家與-{亂}-彈阿翔翻唱。,［逆轉勝］五月天／怪獸 原聲原創紀,1,1,1,1,23,True,0.19887145124316702
1898年美國德國與英國為了薩摩亞島鏈的控制權而引發的衝突為哪一場戰爭?,0.2195121951219512,"薩摩亞,美國,英國,德屬,內戰,1898,德國,薩摩亞島,控制權,引發,衝突,戰爭,結束,1899,三方會議,獲得島,東半部,德國取,得島,西半部,獲得,原為,平洋島,經成,獨立","1898,年,美國,德國,英國,薩摩亞島,鏈,控制權,引發,衝突,一場,戰爭",第二次薩摩亞內戰是1898年美國、德國與英國為了薩摩亞島鏈的控制權而引發的衝突。戰爭結束在1899年三方會議之後，美國獲得島的東半部，德國取得島的西半部，而英國獲得其它原為德屬的太平洋島鏈。目前德屬薩摩亞已經成為獨立國家：薩摩亞獨立國，美屬薩摩亞則繼續在美國政府管轄之下作為美國領土。,第二次薩摩亞內戰,1,1,1,1,37,True,0.6892682926829268
1898年美國德國與英國為了薩摩亞島鏈的控制權而引發的衝突為什麼?,0.1904761904761904,"薩摩亞,美國,英國,德屬,內戰,1898,德國,薩摩亞島,控制權,引發,衝突,戰爭,結束,1899,三方會議,獲得島,東半部,德國取,得島,西半部,獲得,原為,平洋島,經成,獨立","1898,年,美國,德國,英國,薩摩亞島,鏈,控制權,引發,衝突",第二次薩摩亞內戰是1898年美國、德國與英國為了薩摩亞島鏈的控制權而引發的衝突。戰爭結束在1899年三方會議之後，美國獲得島的東半部，德國取得島的西半部，而英國獲得其它原為德屬的太平洋島鏈。目前德屬薩摩亞已經成為獨立國家：薩摩亞獨立國，美屬薩摩亞則繼續在美國政府管轄之下作為美國領土。,第二次薩摩亞內戰,1,1,1,1,34,True,0.684390243902439
什麼提交會在兩階段提交的第一階段與第二階段之間插入一個準備階段?,0.1111111111111111,"一個,決定,三階段,兩階段,準備,組員,提案,提交,主持,第一位,提交協議,解決,第一階段,參與者,問題,決策,打電話,失憶,沒人,組員請,全體,通知,能夠,一種,提交是","提交會,兩階段,提交,第一階段,第二階段,之間,插入,一個,準備,階段",三階段提交（），也叫三階段提交協議（），是在計算機網絡及數據庫的範疇下，使得一個分佈式系統內的所有節點能夠執行事務的提交的一種分佈式算法。三階段提交是爲解決兩階段提交協議的缺點而設計的。與兩階段提交不同的是，三階段提交是“非阻塞”協議。三階段提交在兩階段提交的第一階段與第二階段之間插入了一個準備階段，使得原先在兩階段提交中，參與者在投票之後，由於協調者發生崩潰或錯誤，而導致參與者處於無法知曉是否提交或者中止的“不確定狀態”所產生的可能相當長的延時的問題得以解決。舉例來說，假設有一個決策小組由一個主持人負責與多位組員以電話聯絡方式協調是否通過一個提案，以兩階段提交來說，主持人收到一個提案請求，打電話跟每個組員詢問是否通過並統計回覆，然後將最後決定打電話通知各組員。要是主持人在跟第一位組員通完電話後失憶，而第一位組員在得知結果並執行後老人癡呆，那麼即使重新選出主持人，也沒人知道最後的提案決定是什麼，也許是通過，也許是駁回，不管大家選擇哪一種決定，都有可能與第一位組員已執行過的真實決定不一致，老闆就會不開心認為決策小組溝通有問題而解僱。三階段提交即是引入了另一個步驟，主持人打電話跟組員通知請準備通過提案，以避免沒人知道真實決定而造成決定不一致的失業危機。為什麼能夠解決二階段提交的問題呢？回到剛剛提到的狀況，在主持人通知完第一位組員請準備通過後兩人意外失憶，即使沒人知道全體在第一階段的決定為何，全體決策組員仍可以重新協調過程或直接否決，不會有不一致決定而失業。那麼當主持人通知完全體組員請準備通過並得到大家的再次確定後進入第三階段，當主持人通知第一位組員請通過提案後兩人意外失憶，這時候其他組員再重新選出主持人後，仍可以知道目前至少是處於準備通過提案階段，表示第一階段大家都已經決定要通過了，此時便可以直接通過。同兩階段提交協議一樣，在說明協議原理時，通常了爲了簡化模型，以一個協調者和一個參與者的模型來說明其原理。圖片參考條目英文版：https://en.wikipedia.org/wiki/File:Three-phase_commit_diagram.png#mediaviewer/File:Three-phase_commit_diagram.png,三階段提交,1,1,1,1,32,True,0.3685185185185185
兩階段提交的第一階段與第二階段之間插入了一個準備階段是什麼?,0.1111111111111111,"一個,決定,三階段,兩階段,準備,組員,提案,提交,主持,第一位,提交協議,解決,第一階段,參與者,問題,決策,打電話,失憶,沒人,組員請,全體,通知,能夠,一種,提交是","兩階段,提交,第一階段,第二階段,之間,插入,一個,準備,階段",三階段提交（），也叫三階段提交協議（），是在計算機網絡及數據庫的範疇下，使得一個分佈式系統內的所有節點能夠執行事務的提交的一種分佈式算法。三階段提交是爲解決兩階段提交協議的缺點而設計的。與兩階段提交不同的是，三階段提交是“非阻塞”協議。三階段提交在兩階段提交的第一階段與第二階段之間插入了一個準備階段，使得原先在兩階段提交中，參與者在投票之後，由於協調者發生崩潰或錯誤，而導致參與者處於無法知曉是否提交或者中止的“不確定狀態”所產生的可能相當長的延時的問題得以解決。舉例來說，假設有一個決策小組由一個主持人負責與多位組員以電話聯絡方式協調是否通過一個提案，以兩階段提交來說，主持人收到一個提案請求，打電話跟每個組員詢問是否通過並統計回覆，然後將最後決定打電話通知各組員。要是主持人在跟第一位組員通完電話後失憶，而第一位組員在得知結果並執行後老人癡呆，那麼即使重新選出主持人，也沒人知道最後的提案決定是什麼，也許是通過，也許是駁回，不管大家選擇哪一種決定，都有可能與第一位組員已執行過的真實決定不一致，老闆就會不開心認為決策小組溝通有問題而解僱。三階段提交即是引入了另一個步驟，主持人打電話跟組員通知請準備通過提案，以避免沒人知道真實決定而造成決定不一致的失業危機。為什麼能夠解決二階段提交的問題呢？回到剛剛提到的狀況，在主持人通知完第一位組員請準備通過後兩人意外失憶，即使沒人知道全體在第一階段的決定為何，全體決策組員仍可以重新協調過程或直接否決，不會有不一致決定而失業。那麼當主持人通知完全體組員請準備通過並得到大家的再次確定後進入第三階段，當主持人通知第一位組員請通過提案後兩人意外失憶，這時候其他組員再重新選出主持人後，仍可以知道目前至少是處於準備通過提案階段，表示第一階段大家都已經決定要通過了，此時便可以直接通過。同兩階段提交協議一樣，在說明協議原理時，通常了爲了簡化模型，以一個協調者和一個參與者的模型來說明其原理。圖片參考條目英文版：https://en.wikipedia.org/wiki/File:Three-phase_commit_diagram.png#mediaviewer/File:Three-phase_commit_diagram.png,三階段提交,1,1,1,1,29,True,0.3974637681159421
引入了另一個步驟主持人打電話跟組員通知請準備通過提案是為什麼?,0.1111111111111111,"一個,決定,三階段,兩階段,準備,組員,提案,提交,主持,第一位,提交協議,解決,第一階段,參與者,問題,決策,打電話,失憶,沒人,組員請,全體,通知,能夠,一種,提交是","引入,一個,步驟,主持,人,打電話,組員通,知請,準備,提案",三階段提交（），也叫三階段提交協議（），是在計算機網絡及數據庫的範疇下，使得一個分佈式系統內的所有節點能夠執行事務的提交的一種分佈式算法。三階段提交是爲解決兩階段提交協議的缺點而設計的。與兩階段提交不同的是，三階段提交是“非阻塞”協議。三階段提交在兩階段提交的第一階段與第二階段之間插入了一個準備階段，使得原先在兩階段提交中，參與者在投票之後，由於協調者發生崩潰或錯誤，而導致參與者處於無法知曉是否提交或者中止的“不確定狀態”所產生的可能相當長的延時的問題得以解決。舉例來說，假設有一個決策小組由一個主持人負責與多位組員以電話聯絡方式協調是否通過一個提案，以兩階段提交來說，主持人收到一個提案請求，打電話跟每個組員詢問是否通過並統計回覆，然後將最後決定打電話通知各組員。要是主持人在跟第一位組員通完電話後失憶，而第一位組員在得知結果並執行後老人癡呆，那麼即使重新選出主持人，也沒人知道最後的提案決定是什麼，也許是通過，也許是駁回，不管大家選擇哪一種決定，都有可能與第一位組員已執行過的真實決定不一致，老闆就會不開心認為決策小組溝通有問題而解僱。三階段提交即是引入了另一個步驟，主持人打電話跟組員通知請準備通過提案，以避免沒人知道真實決定而造成決定不一致的失業危機。為什麼能夠解決二階段提交的問題呢？回到剛剛提到的狀況，在主持人通知完第一位組員請準備通過後兩人意外失憶，即使沒人知道全體在第一階段的決定為何，全體決策組員仍可以重新協調過程或直接否決，不會有不一致決定而失業。那麼當主持人通知完全體組員請準備通過並得到大家的再次確定後進入第三階段，當主持人通知第一位組員請通過提案後兩人意外失憶，這時候其他組員再重新選出主持人後，仍可以知道目前至少是處於準備通過提案階段，表示第一階段大家都已經決定要通過了，此時便可以直接通過。同兩階段提交協議一樣，在說明協議原理時，通常了爲了簡化模型，以一個協調者和一個參與者的模型來說明其原理。圖片參考條目英文版：https://en.wikipedia.org/wiki/File:Three-phase_commit_diagram.png#mediaviewer/File:Three-phase_commit_diagram.png,三階段提交,1,1,1,1,33,True,0.27862318840579714
1990年代至2000年代北朝鮮當局綁架中國朝鮮族的事件又被稱為什麼?,0.2571428571428571,"朝鮮,當局,中國人,問題,1990,年代至,2000,年代北,中國朝,鮮族,中國方面,抗議,北朝鮮,不承認,發生,中國,國籍,事件,越境,公民,前往,提出","1990,年代至,2000,年代北,朝鮮,當局,綁,架,中國朝,鮮族,事件,稱",朝鮮綁架中國人問題，是指1990年代至2000年代北朝鮮當局綁架中國朝鮮族的事件。中國方面對此提出抗議，但北朝鮮當局不承認綁架。同時也多次發生朝鮮越境前往中國綁架其他國籍公民的事件。,朝鮮綁架中國人問題,1,1,1,1,35,True,0.8239743589743591
1990年代至2000年代北朝鮮當局綁架中國朝鮮族的事件指的是哪一個問題?,0.2941176470588235,"朝鮮,當局,中國人,問題,1990,年代至,2000,年代北,中國朝,鮮族,中國方面,抗議,北朝鮮,不承認,發生,中國,國籍,事件,越境,公民,前往,提出","1990,年代至,2000,年代北,朝鮮,當局,綁,架,中國朝,鮮族,事件,指,一個,問題",朝鮮綁架中國人問題，是指1990年代至2000年代北朝鮮當局綁架中國朝鮮族的事件。中國方面對此提出抗議，但北朝鮮當局不承認綁架。同時也多次發生朝鮮越境前往中國綁架其他國籍公民的事件。,朝鮮綁架中國人問題,1,1,1,1,37,True,0.8339743589743591
中華人民共和國全國人民代表大會設立的憲法宣傳教育日指的是哪一個日子?,0.1363636363636363,"憲法,國家,全國,12,人民代表大會,2014,決定,中華人民共和國,實施,設立,推進,依法治國,宣傳,會議,2001,法制,10,23,第十八屆,中央委員會,全體,中共中央關,問題,日定,11","中華人民共和國,全國,人民代表大會,設立,憲法,宣傳,教育,日,指,一個,日子",國家憲法日是《中華人民共和國憲法》實施六十年後，中華人民共和國全國人民代表大會“爲了增強全社會的憲法意識，弘揚憲法精神，加強憲法實施，全面推進依法治國”而設立的憲法宣傳教育日。2014年12月4日是中華人民共和國首個國家憲法日。2014年10月23日，中國共產黨第十八屆中央委員會第四次全體會議通過《中共中央關於全面推進依法治國若干重大問題的決定》，提出將每年12月4日定爲國家憲法日。2014年11月1日，第十二屆全國人民代表大會常務委員會第十一次會議表決通過《關於設立國家憲法日的決定》，以立法形式予以確定。1982年12月4日，新制訂的第四部《中華人民共和國憲法》（即“八二憲法”）由全國人民代表大會公告公佈施行。2001年4月26日，中共中央、國務院轉發的《中央宣傳部、司法部關於在公民中開展法制宣傳教育的第四個五年規劃》中確定：“將我國現行憲法實施日即12月4日，作爲每年一次的全國法制宣傳日。”自2001年起，每年12月4日成爲全國法制宣傳日。2001年，中國人民大學法學院院長、中國憲法學研究會會長韓大元建議，將12月4日定爲國家憲法日。2012年，在八二憲法頒佈實施30年之際，韓大元又專門撰文呼籲設立國家憲法日。2014年10月23日中國共產黨第十八屆中央委員會第四次全體會議通過的《中共中央關於全面推進依法治國若干重大問題的決定》提出，“將每年十二月四日定爲國家憲法日”，同時決定建立憲法宣誓制度。2014年11月1日，第十二屆全國人民代表大會常務委員會第十一次會議通過《全國人民代表大會常務委員會關於設立國家憲法日的決定》，“將12月4日設立爲國家憲法日。國家通過多種形式開展憲法宣傳教育活動。”,國家憲法日,1,1,1,1,34,True,0.441005291005291
中華民國高雄市甲仙區近郊的四德化石谷為哪一個自然保護區所管轄?,0.1111111111111111,"保護區,森林法,四德化,甲仙區,化石,甲仙,石自然,中華民國,石谷,仙溪,之右側,設置,1991,農委會,2006,依修,五處,範圍,四德巷,至大田,公館,一帶,鹿鳴山,六義山,地區","中華民國,高雄市,甲仙區,近郊,四德化,石谷,一個,自然,保護區,所管,轄",甲仙四德化石自然保護區位於中華民國高雄市甲仙區近郊的四德化石谷，楠梓仙溪之右側，是依《森林法》設置之自然保護區。保護區於1991年公告後，農委會於2006年依修正之《森林法》與其他五處保護區再次公告。範圍北起甲仙區和安裏四德巷，沿溪至大田-{裏}-公館巷一帶，西至鹿鳴山（六義山）山腰地區，距甲仙約有兩公里。該地海拔高度分佈僅約20至350公尺，是臺灣重要的化石產區之一。化石所在的巖層為中新世之海相沈積巖，出土的化石共七大類110種，多數均屬螺、蛤等貝類化石。出土化石主要交由甲仙化石館典藏展示。,甲仙四德化石自然保護區,1,1,1,1,31,True,0.3662295081967213
哪一個保護區為臺灣油杉自然保留區之外另一個為保護臺灣油杉而設置的保護區?,0.1627906976744186,"保護區,灣油杉,自然,森林法,中華民國,東縣,達仁鄉,本區,保留區,一個,保護,設置,林務局,1972,年間,辦理林,相變,因發現,特予,並依據,灣林業,經營,1981,2006,10","哪一個,保護區,臺,灣油杉,自然,保留區,之外,一個,保護,設置",大武臺灣油杉自然保護區是位於中華民國臺東縣達仁鄉的自然保護區。本區是除了坪林臺灣油杉自然保留區之外，另一個為保護臺灣油杉而設置的保護區。林務局於1972年間辦理林相變更時，因發現臺灣油杉而特予保留，並依據《臺灣林業經營改革方案》於1981年公告成立。2006年4月10日再依新修正之《森林法》公告成立自然保護區。本保護區海拔高600–700公尺，位在中央山脈南端茶茶牙賴山東北坡上，西側緊臨茶茶牙賴山野生動物重要棲息環境。位居深山，需步行纔可到達，為浸水營古道沿線的保護區之一。,大武臺灣油杉自然保護區,1,1,1,1,36,True,0.7128571428571429
臺東縣達仁鄉的自然保護區是哪一個?,0.1111111111111111,"保護區,灣油杉,自然,森林法,中華民國,東縣,達仁鄉,本區,保留區,一個,保護,設置,林務局,1972,年間,辦理林,相變,因發現,特予,並依據,灣林業,經營,1981,2006,10","臺,東縣,達仁鄉,自然,保護區,一個",大武臺灣油杉自然保護區是位於中華民國臺東縣達仁鄉的自然保護區。本區是除了坪林臺灣油杉自然保留區之外，另一個為保護臺灣油杉而設置的保護區。林務局於1972年間辦理林相變更時，因發現臺灣油杉而特予保留，並依據《臺灣林業經營改革方案》於1981年公告成立。2006年4月10日再依新修正之《森林法》公告成立自然保護區。本保護區海拔高600–700公尺，位在中央山脈南端茶茶牙賴山東北坡上，西側緊臨茶茶牙賴山野生動物重要棲息環境。位居深山，需步行纔可到達，為浸水營古道沿線的保護區之一。,大武臺灣油杉自然保護區,1,1,1,1,17,True,0.37424242424242427
坪林臺灣油杉自然保留區內的哪一個自然保護區是為了保護臺灣油杉而劃設的?,0.1363636363636363,"本區,灣油杉,天然林,自然,區位,灣新北市,林區,依據,資產,保存法,設立,保留區,保護區,一處,保護,灣油杉而劃,保護區域,地海拔介,35,650,區內溪,流為,北勢,之金瓜,原為","坪,林,臺,灣油杉,自然,保留區,一個,保護區,保護,灣油杉而劃,設",坪林臺灣油杉自然保留區位於臺灣新北市坪林區，是依據《文化資產保存法》設立的自然保留區。本區是除了大武臺灣油杉自然保護區外，另一處為保護臺灣油杉而劃設之自然保護區域。該地海拔介於35–650公尺，區內溪流為北勢溪支流之金瓜寮溪。原為租地造林地，早期栽植琉球鬆、柳杉和杉木，人工林佔94.2％，天然林佔5.8%，而臺灣油杉僅零星散生於琉球松林，約計200餘株。區域內有許多臺灣油杉小苗，但介於母樹及小苗的中幼樹則非常少見。此處天然林相植物組成較複雜，以鋸葉長尾栲最具優勢，合計本區植物有91科234種，以茜草科植物種類最多。哺乳動物僅見小型嚙齒類活動，鳥類在區內人工林，溪流與闊葉林交界處仍相當豐富。除此之外，本區另記錄有蝶類10科97種。,大武臺灣油杉自然保護區,1,1,1,1,35,True,0.5682788051209104
